0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,-1.245962569614554724e-03,-1.087307459819151709e-02
4.000000000000000083e-03,-3.737860613661133161e-03,-2.174591274630973542e-02
6.000000000000000125e-03,-7.475639940596341335e-03,-3.261827798399846712e-02
8.000000000000000167e-03,-1.245921926015969641e-02,-4.348993383033959020e-02
1.000000000000000021e-02,-1.868849017984028707e-02,-5.436064377358076904e-02
1.200000000000000025e-02,-2.616331720016759274e-02,-6.523017126087431172e-02
1.400000000000000029e-02,-3.488353770882806487e-02,-7.609827968803001275e-02
1.600000000000000033e-02,-4.484896197360954684e-02,-8.696473238928602301e-02
1.800000000000000211e-02,-5.605937313417595075e-02,-9.782929262710120255e-02
2.000000000000000389e-02,-6.851452719267511760e-02,-1.086917235819724464e-01
2.200000000000000566e-02,-8.221415300318310471e-02,-1.195517883422805849e-01
2.400000000000000744e-02,-9.715795225998857809e-02,-1.304092498941685774e-01
2.600000000000000921e-02,-1.133455994847214071e-01,-1.412638711114552470e-01
2.800000000000001099e-02,-1.307767420123300273e-01,-1.521154147455885119e-01
3.000000000000001277e-02,-1.494509999759123520e-01,-1.629636434156413460e-01
3.200000000000001454e-02,-1.693679662904056527e-01,-1.738083195983542162e-01
3.400000000000001632e-02,-1.905272066351411664e-01,-1.846492056182273134e-01
3.600000000000001810e-02,-2.129282594352694402e-01,-1.954860636376666849e-01
3.800000000000001987e-02,-2.365706358420629762e-01,-2.063186556471869049e-01
4.000000000000002165e-02,-2.614538197121033525e-01,-2.171467434556746956e-01
4.200000000000002343e-02,-2.875772675853596749e-01,-2.279700886807166926e-01
4.400000000000002520e-02,-3.149404086621666599e-01,-2.387884527389945166e-01
4.600000000000002698e-02,-3.435426447791102289e-01,-2.496015968367514271e-01
4.800000000000002875e-02,-3.733833503838289158e-01,-2.604092819603335274e-01
5.000000000000003053e-02,-4.044618725087408828e-01,-2.712112688668090188e-01
5.200000000000003231e-02,-4.367775307437047339e-01,-2.820073180746692776e-01
5.400000000000003408e-02,-4.703296172076250059e-01,-2.927971898546152807e-01
5.600000000000003586e-02,-5.051173965190117743e-01,-3.035806442204324607e-01
5.800000000000003764e-02,-5.411401057655051972e-01,-3.143574409199579867e-01
6.000000000000003941e-02,-5.783969544723760459e-01,-3.251273394261433580e-01
6.200000000000004119e-02,-6.168871245700130457e-01,-3.358900989282166960e-01
6.400000000000004297e-02,-6.566097703604100166e-01,-3.466454783229468428e-01
6.600000000000004474e-02,-6.975640184826634727e-01,-3.573932362060139867e-01
6.800000000000004652e-02,-7.397489678774938904e-01,-3.681331308634897548e-01
7.000000000000004829e-02,-7.831636897508038597e-01,-3.788649202634298274e-01
7.200000000000005007e-02,-8.278072275362863275e-01,-3.895883620475832365e-01
7.400000000000005185e-02,-8.736785968570959238e-01,-4.003032135232210686e-01
7.600000000000005362e-02,-9.207767854865985813e-01,-4.110092316550882918e-01
7.800000000000005540e-02,-9.691007533082131031e-01,-4.217061730574824252e-01
8.000000000000005718e-02,-1.018649432274360001e+00,-4.323937939864615498e-01
8.200000000000005895e-02,-1.069421726364532699e+00,-4.430718503321856572e-01
8.400000000000006073e-02,-1.121416511542506544e+00,-4.537400976113947215e-01
8.600000000000006251e-02,-1.174632635712702378e+00,-4.643982909600265496e-01
8.800000000000006428e-02,-1.229068918675720212e+00,-4.750461851259777379e-01
9.000000000000006606e-02,-1.284724152083060122e+00,-4.856835344620111239e-01
9.200000000000006783e-02,-1.341597099391047543e+00,-4.963100929188132282e-01
9.400000000000006961e-02,-1.399686495813981191e+00,-5.069256140382043530e-01
9.600000000000007139e-02,-1.458991048276519820e+00,-5.175298509465053876e-01
9.800000000000007316e-02,-1.519509435365328009e+00,-5.281225563480635987e-01
1.000000000000000749e-01,-1.581240307279997648e+00,-5.387034825189419562e-01
